ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,Sex,Age,AgeCategory,PrimaryOrMetastasis,SampleCollectionSite,ModelType,GrowthPattern,TissueOrigin
ACH-000481,NCI-H2170,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000483,SNU-182,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,24.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000484,VMRC-RCW,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Male,,Unknown,Primary,kidney,Cell Line,Adherent,
ACH-000486,KU-19-19,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,76.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000487,F-36P,Myeloid,Acute Myeloid Leukemia,"AML, NOS",AMLNOS,Male,68.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000488,TE-11,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,58.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000490,SF767,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC,Female,66.0,Adult,Metastatic,abdomen,Cell Line,Adherent,
ACH-000492,MUTZ-5,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Male,26.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000493,SNU-423,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,40.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000494,OELE,Ovary/Fallopian Tube,Non-Cancerous,Immortalized Ovarian Cells,,Female,,Unknown,,ovary,Cell Line,Adherent,
ACH-000496,NCI-H1792,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,50.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000498,KO52,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,46.0,Adult,,bone_marrow,Cell Line,Suspension,
ACH-000499,EW8,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-000500,SNU-46,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC,Male,65.0,Adult,,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000502,TCC-PAN2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Female,47.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000503,BICR 16,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,,Unknown,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000504,SNB75,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,75.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000505,RKN,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,LMS,Female,45.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000506,NCI-H146,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,59.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-000507,KE-39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,77.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000508,COR-L88,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,55.0,Adult,Metastatic,pleural_effusion,Cell Line,Mixed,
ACH-000509,HuT 78,Lymphoid,Mature T and NK Neoplasms,Sezary Syndrome,SS,Male,53.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000510,NCI-H1299,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,Male,43.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000511,Calu-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,47.0,Adult,Metastatic,pleura,Cell Line,Adherent,
ACH-000514,NCI-H1092,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,67.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-000515,HCC-33,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,52.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000516,CAL-78,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,DDCHS,Male,76.0,Adult,,soft_tissue,Cell Line,Adherent,
ACH-000517,SNU-410,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,53.0,Adult,Metastatic,liver,Cell Line,Adherent,
ACH-000520,59M,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,65.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000521,NCI-H2030,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,,Unknown,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000522,UM-UC-3,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,,Unknown,Primary,urinary_tract,Cell Line,Adherent,
ACH-000523,NCI-H1184,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,42.0,Adult,Metastatic,lymph_node,Cell Line,Mixed,
ACH-000524,KURAMOCHI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,,Unknown,Metastatic,ascites,Cell Line,Adherent,
ACH-000525,NCI-H2171,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,50.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000527,OVISE,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV,Female,40.0,Adult,Metastatic,bone,Cell Line,Adherent,
ACH-000528,ABC-1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,47.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000530,DMS 114,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,Male,68.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000532,SNU-61,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,Male,48.0,Adult,Metastatic,liver,Cell Line,Adherent,
ACH-000533,NCI-H2004 RT,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,Male,,Pediatric,,soft_tissue,Cell Line,Adherent,
ACH-000535,BxPC-3,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Female,61.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000536,BT-20,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,74.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000537,SNU-761,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,49.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000538,HUTU80,Bowel,Small Bowel Cancer,Duodenal Adenocarcinoma,DA,Male,53.0,Adult,Primary,small_intestine,Cell Line,Adherent,
ACH-000541,KMS-34,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Female,60.0,Adult,Primary,pleural_effusion,Cell Line,Suspension,
ACH-000542,Hey-A8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,,Unknown,Metastatic,ascites,Cell Line,Adherent,
ACH-000544,OE21,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,74.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000545,VM-CUB1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,,Unknown,Primary,urinary_tract,Cell Line,Adherent,
ACH-000547,HT-1197,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,44.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000548,BHY,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,52.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000550,IGR-39,Skin,Melanoma,Melanoma,MEL,Male,26.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000551,K-562,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,Female,53.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000552,HT-29,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,44.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000554,UACC-893,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,Female,57.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000557,AML-193,Myeloid,Acute Myeloid Leukemia,AML with Myelodysplasia-Related Changes,AMLMRC,Female,13.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000559,NCI-H1836,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,52.0,Adult,Primary,lung,Cell Line,Suspension,
ACH-000568,UACC-812,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,Female,43.0,Adult,Primary,breast,Cell Line,Mixed,
ACH-000570,YKG1,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,53.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000572,G-361,Skin,Melanoma,Melanoma,MEL,Male,31.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000573,MDA-MB-436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS,Female,43.0,Adult,Metastatic,pleural_effusion,Cell Line,Mixed,
ACH-000574,FU-OV-1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,65.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000576,KMS-27,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Male,52.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000579,UACC-257,Skin,Melanoma,Melanoma,MEL,Unknown,,Unknown,Primary,skin,Cell Line,Adherent,
ACH-000580,C32,Skin,Melanoma,Melanoma,MEL,Male,53.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000581,SNU-16,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Female,33.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-000582,COLO 741,Skin,Melanoma,Melanoma,MEL,Female,69.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000583,MC116,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN,Male,,Unknown,,pleural_effusion,Cell Line,Suspension,
ACH-000585,EPLC-272H,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,57.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000586,NCI-H1876,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,59.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000587,NCI-H1975,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000588,KMS-26,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Male,50.0,Adult,Primary,pleural_effusion,Cell Line,Suspension,
ACH-000589,NCI-H1437,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,60.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000592,TM-31,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",ASTR,Female,42.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000593,BC-3C,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,82.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000594,DMS-153,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,44.0,Adult,Metastatic,liver,Cell Line,Mixed,
ACH-000595,LN-229,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,60.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000596,LCLC-97TM1,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,Male,44.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000599,PA-TU-8902,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Female,44.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000601,MIA PaCa-2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,65.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000602,M-07e,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Female,0.0,Pediatric,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000605,TE-6,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,71.0,Adult,,oesophagus,Cell Line,Adherent,
ACH-000607,KYM-1,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,Male,0.0,Pediatric,Primary,soft_tissue,Cell Line,Suspension,
ACH-000608,COV644,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV,Female,,Unknown,Primary,ovary,Cell Line,Adherent,
ACH-000610,NCI-H2227,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,54.0,Adult,Primary,lung,Cell Line,Mixed,
ACH-000612,HuT 102,Lymphoid,Mature T and NK Neoplasms,Mycosis Fungoides,MYCF,Male,28.0,Adult,,lymph_node,Cell Line,Suspension,
ACH-000614,RVH-421,Skin,Melanoma,Melanoma,MEL,Male,28.0,Adult,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-000616,Hs 746T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,74.0,Adult,Metastatic,soft_tissue,Cell Line,Adherent,
ACH-000617,OVCAR-4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,42.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000618,SNU-1041,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC,Male,58.0,Adult,,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000620,JHH-1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,50.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000621,MDA-MB-157,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,44.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000622,KNS-42,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,16.0,Pediatric,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000623,SNU-201,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,58.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,Female,60.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000627,LCLC-103H,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,Male,61.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000628,NCI-H596,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS,Male,73.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000630,YD-8,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,46.0,Adult,,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000632,Hs 944.T,Skin,Melanoma,Cutaneous Melanoma,SKCM,Male,51.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000633,FU97,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,Female,66.0,Adult,Primary,stomach,Cell Line,Adherent,
ACH-000634,LN-340,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,57.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000635,SNU-119,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,50.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000637,KYSE-520,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Female,58.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000639,NCI-H211,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,50.0,Adult,Metastatic,bone_marrow,Cell Line,Mixed,
ACH-000641,CMK,Myeloid,Acute Myeloid Leukemia,Myeloid Leukemia Associated with Down Syndrome,MLADS,Male,0.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000643,HDQ-P1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,50.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000644,COLO 829,Skin,Melanoma,Cutaneous Melanoma,SKCM,Male,45.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000645,JL-1,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,54.0,Adult,Primary,pleura,Cell Line,Adherent,
ACH-000647,TE-1,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,58.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000648,NCI-H28,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,48.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000649,786-O,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Male,58.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000651,SW 620,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,51.0,Adult,Metastatic,lymph_node,Cell Line,Mixed,
ACH-000652,SUIT-2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,73.0,Adult,Metastatic,liver,Cell Line,Adherent,
ACH-000653,JJN-3,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Female,57.0,Adult,Primary,bone_marrow,Cell Line,Suspension,
ACH-000654,Raji,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,NHL,Male,11.0,Pediatric,Primary,bone,Cell Line,Suspension,
ACH-000655,SF268,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",ASTR,Male,24.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000657,A2780,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,EOV,Female,,Unknown,Primary,ovary,Cell Line,Adherent,
ACH-000659,SCLC-21H,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,46.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000661,WM1799,Skin,Melanoma,Melanoma,MEL,Male,,Unknown,Primary,skin,Cell Line,Adherent,
ACH-000662,COR-L23,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,Male,62.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000663,OVTOKO,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV,Female,78.0,Adult,Metastatic,spleen,Cell Line,Adherent,
ACH-000664,SU-DHL-1,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP,Male,10.0,Pediatric,,pleural_effusion,Cell Line,Suspension,
ACH-000665,SK-MES-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,65.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000666,NCI-H1355,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,53.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000667,HCC-44,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,54.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000668,HCC70,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,49.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000669,SW 900,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,53.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000670,SBC-5,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,65.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000671,HuH-6,Liver,Hepatoblastoma,Hepatoblastoma,LIHB,Male,1.0,Pediatric,Primary,liver,Cell Line,Adherent,
ACH-000673,LN-443,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,,Unknown,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000674,NUGC-4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,Female,35.0,Adult,Metastatic,lymph_node,Cell Line,Mixed,
ACH-000676,LN-464,Skin,Melanoma,Melanoma,MEL,Unknown,,Unknown,Unknown,,Cell Line,Adherent,
ACH-000678,MKN7,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,Male,39.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000679,OE-19,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,72.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000680,SW948,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,81.0,Adult,Primary,Colon,Cell Line,Mixed,
ACH-000681,A549,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,58.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000682,SNU-1066,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC,Male,62.0,Adult,,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000683,SNU-503,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,Male,52.0,Adult,Metastatic,abdomen,Cell Line,Adherent,
ACH-000684,KMRC-1,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Male,,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000688,OV7,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mixed Ovarian Carcinoma,MXOV,Female,78.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000691,HCC2157,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,48.0,Adult,Primary,breast,Cell Line,Suspension,
ACH-000693,KYSE-180,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,53.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000694,TE-9,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,48.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000696,OVCAR-8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,64.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000697,A3/KAW,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Female,68.0,Adult,Primary,ascites,Cell Line,Suspension,
ACH-000698,DMS 53,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,54.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000699,HCC1395,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,43.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000700,NCI-H2882,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Female,61.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000701,RMUG-S,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV,Female,62.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000703,DMS 79,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,65.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000704,OAW42,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,Female,46.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000705,LC-1F,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,69.0,Adult,Primary,lung,Cell Line,Mixed,
ACH-000706,EKVX,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000709,KMRC-2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Male,,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000711,JIMT-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,62.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000712,HCC-1833,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,69.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000713,Caov-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,54.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000714,KMS-11,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Female,67.0,Adult,Primary,pleural_effusion,Cell Line,Suspension,
ACH-000716,TT2609-C02,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO,Male,57.0,Adult,Primary,thyroid,Cell Line,Adherent,
